eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related,ncasualities,date
202103100006,2021,3,10,,0,,104,Kenya,11,Sub-Saharan Africa,Mandera,El Wak,2.809093,40.927444,1,0,The incident occurred in Elram area.,"03/10/2021: Assailants attacked a police camp in Elram Area, El Wak, Mandera, Kenya. No casualties were reported. No group claimed responsibility for the incident; however, sources attributed the attack to Al-Shabaab.",1,1,1,0,,,0.0,0,0,2,Armed Assault,,,,,3,Police,22.0,"Police Building (headquarters, station, school)",Kenya Police Service (KPS),Camp,104.0,Kenya,,,,,,,,,,,,,,,,,Al-Shabaab,,,,,,,0,,,0,-99,0,0,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0,,,,,,,,,,,,,,,,,"""Terrorism Digest: 23-24 Mar 21,"" BBC Monitoring, March 24, 2021.","""Kenyan police foil al-Shabab attack in border region,"" SINA, March 11, 2021.",,START Primary Collection,1,1,0,1,,0.0,03/10/2021
202103130016,2021,3,13,,0,,182,Somalia,11,Sub-Saharan Africa,Banaadir,Mogadishu,2.059818,45.326114,1,0,The incident occurred in Xamar Jabjab neighborhood.,"03/13/2021: An explosive device targeting the vehicle of Colonel Omar Abdirahman detonated in Xamar Jabjab neighborhood, Mogadishu, Banaadir, Somalia. At least one civilian was killed and three people, including Abdirahman and his bodyguards, were injured in the blast. Al-Shabaab claimed responsibility for the incident.",1,1,1,0,,,0.0,0,0,1,Assassination,,,,,4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Somali Armed Forces (SAF),Vehicle of Colonel: Omar Abdirahman,182.0,Somalia,14.0,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Not Applicable,Civilians,182.0,Somalia,,,,,,,,,Al-Shabaab,,,,,,"The specific motive is unknown; however, sources suspected that Al-Shabaab wanted to disrupt the election negotiations being held nearby.",0,,,0,-99,0,1,7.0,"Posted to website, blog, etc.",,,,,,,,6,Explosives,8.0,Landmine,,,,,,,,,,,,,A roadside landmine was used in the attack.,1.0,0.0,0.0,3.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,Vehicle damaged,0,,,,,,,,,,,,,,,,,"""Al-Shabaab claims deadly bomb attack in Somalia's capital,"" Radio Garowe, March 14, 2021.","""Somali: 1 killed in bomb attack on military officer,"" Anadolu Ajansi, March 13, 2021.","""Al-Shabab claims responsibility for bomb attack on military officer,"" Radio Dalsan, March 14, 2021.",START Primary Collection,0,0,0,0,,4.0,03/13/2021
202103140022,2021,3,14,,0,,182,Somalia,11,Sub-Saharan Africa,Gedo,Luq,3.808284,42.547291,1,0,,"03/14/2021: Assailants attacked a Somali National Army (SNA) position near a bridge in Luq, Gedo, Somalia. There were an unknown number of assailant and soldier casualties in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to Al-Shabaab.",1,1,0,1,1.0,Insurgency/Guerilla Action,0.0,1,0,9,Unknown,,,,,4,Military,29.0,Military Unit/Patrol/Convoy,Somali National Army (SNA),Soldiers,182.0,Somalia,,,,,,,,,,,,,,,,,Al-Shabaab,,,,,,,0,,,0,-99,0,0,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,,0.0,,,0.0,,-9,,,,,0,,,,,,,,,,,,,,,,,"""Somali army repels al-Shabab attack on south-west town,"" Radio Kulmiye website, March 15, 2021.",,,START Primary Collection,0,0,0,0,,,03/14/2021
202103150028,2021,3,15,,0,,182,Somalia,11,Sub-Saharan Africa,Middle Shebelle,Mahaday,2.973305,45.535602,1,0,,"03/15/2021: Assailants attacked military bases in Mahaday, Middle Shebelle, Somalia. Five assailants were killed in the ensuing clash. No group claimed responsibility; however, sources attributed the attack to Al-Shabaab.",1,1,0,1,1.0,Insurgency/Guerilla Action,0.0,0,0,2,Armed Assault,,,,,4,Military,27.0,Military Barracks/Base/Headquarters/Checkpost,Somali Armed Forces (SAF),Military Base,182.0,Somalia,,,,,,,,,,,,,,,,,Al-Shabaab,,,,,,,0,,,0,-99,0,0,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,,5.0,0.0,5.0,,0.0,,0,,,,,0,,,,,,,,,,,,,,,,,"""S. Somalia intense clashes leave 5 insurgents killed,"" MENAFN - Business & Finance News (English), March 16, 2021.","""Somalia's army kill 5 al-Shabab fighters,"" MENAFN - Business & Finance News (English), March 16, 2021.",,START Primary Collection,0,0,0,0,,,03/15/2021
202103250009,2021,3,25,,0,,182,Somalia,11,Sub-Saharan Africa,Banaadir,Mogadishu,2.059818,45.326114,1,0,The incident occurred in Daynile neighborhood.,"03/25/2021: An explosive device targeting a military vehicle detonated in Daynile neighborhood, Mogadishu, Banaadir, Somalia. Ali Baris, a senior Somali Armed Forces (SAF) official, was killed and two soldiers were injured in the blast. Al-Shabaab claimed responsibility for the incident.",1,1,0,1,1.0,Insurgency/Guerilla Action,0.0,1,0,1,Assassination,,,,,4,Military,35.0,Military Transportation/Vehicle (excluding convoys),Somali Armed Forces (SAF),Vehicle of Official: Ali Baris,182.0,Somalia,,,,,,,,,,,,,,,,,Al-Shabaab,,,,,,,0,,,0,-99,0,1,8.0,Personal claim,,,,,,,,6,Explosives,8.0,Landmine,,,,,,,,,,,,,A roadside landmine was used in the attack.,1.0,0.0,0.0,2.0,0.0,0.0,1,4.0,Unknown,-99.0,Military vehicle damaged,0,,,,,,,,,,,,,,,,,"""Terrorists kill 3 in mortar attack on UN base in Somalia,"" National Daily, March 25, 2021.","""Land mine blast kills army official in Somali capital,"" Universal TV, March 25, 2021.",,START Primary Collection,0,0,0,0,,3.0,03/25/2021
202103250010,2021,3,25,,0,,182,Somalia,11,Sub-Saharan Africa,Banaadir,Mogadishu,2.059818,45.326114,1,0,,"03/25/2021: Assailants fired mortars at Camp Halane in Mogadishu, Banaadir, Somalia. At least three civilians were killed and at least four people were injured. Al-Shabaab claimed responsibility for the incident.",1,1,1,0,,,0.0,1,0,3,Bombing/Explosion,,,,,7,Government (Diplomatic),47.0,"International Organization (peacekeeper, aid agency, compound)",United Nations (UN),Halane Camp,422.0,International,4.0,Military,27.0,Military Barracks/Base/Headquarters/Checkpost,African Union Mission in Somalia (AMISOM),Halane Camp,422.0,International,14.0,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Not Applicable,Civilians,182.0,Somalia,Al-Shabaab,,,,,,The specific motive is unknown; however sources noted that the compound targeted was hosting negotiations between Somali leaders to end the election crisis.,0,,,0,-99,0,1,10.0,Unknown,,,,,,,,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,Mortars were used in the attack.,3.0,0.0,0.0,4.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,Airport and multiple houses damaged,0,,,,,,,,,,,,,,,,"Casualty numbers conflict across sources. Following GTD protocol, the lowest reliable estimates are reported here.","""UN, African Union mission HQs targeted in Somali capital, 3 dead,"" Al Jazeera, March 25, 2021.","""Three killed in mortar shell attack near Somalia talks' venue,"" BBC Monitoring, March 25, 2021.",,START Primary Collection,0,1,1,1,,7.0,03/25/2021
202103280030,2021,3,28,,0,,182,Somalia,11,Sub-Saharan Africa,Lower Juba,Kismayo,-0.357847,42.546652,1,1,The incident occurred between Bula Gudud and Bar Sanguni.,"03/28/2021: Assailants attacked military bases between Bula Gudud and Bar Sanguni, near Kismayo, Lower Juba, Somalia. The attack and ensuing clash resulted in an unknown number of assailant and soldier casualties. Al-Shabaab claimed responsibility for the incident.",1,1,0,1,1.0,Insurgency/Guerilla Action,0.0,1,0,3,Bombing/Explosion,,,,,4,Military,27.0,Military Barracks/Base/Headquarters/Checkpost,Jubaland Forces (JF),Military Bases,182.0,Somalia,,,,,,,,,,,,,,,,,Al-Shabaab,,,,,,,0,,,0,-99,0,1,10.0,Unknown,,,,,,,,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",13.0,Unknown,,,,,,,,,,,Artillery was used in the attack.,,0.0,,,0.0,,1,4.0,Unknown,-99.0,Vehicles Damaged,0,,,,,,,,,,,,,,,,,"""Somali militants ‘kill 14 soldiers’ in south,"" BBC Monitoring, March 29, 2021.",,,START Primary Collection,0,0,0,0,,,03/28/2021
202103290009,2021,3,29,,0,,182,Somalia,11,Sub-Saharan Africa,Banaadir,Mogadishu,2.059818,45.326114,1,0,The incident occurred in Daynile neighborhood.,"03/29/2021: An explosive device targeting the vehicle of Mahad Sharawe detonated in Daynile neighborhood, Mogadishu, Banaadir, Somalia. Sharawe, the secretary of the Daynile district administration, was not harmed, but five civilians were killed and three others were injured in the blast. No group claimed responsibility for the incident; however, sources attributed the incident to Al-Shabaab.",1,1,1,0,,,0.0,0,0,1,Assassination,,,,,2,Government (General),15.0,Politician or Political Party Movement/Meeting/Rally,Government of Daynile District,Vehicle of Secretary: Mahad Sharawe,182.0,Somalia,14.0,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Not Applicable,Civilians,182.0,Somalia,,,,,,,,,Al-Shabaab,,,,,,"The specific motive is unknown; however, sources noted that Al-Shabaab had attacked Mahad Sharawe, the secretary of the Daynile district administration, on four prior occasions.",0,,,0,-99,0,0,,,,,,,,,,6,Explosives,8.0,Landmine,,,,,,,,,,,,,A remote-detonated roadside landmine was used in the attack.,5.0,0.0,0.0,3.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,Vehicle Damaged,0,,,,,,,,,,,,,,,,"Casualty numbers conflict across sources. Following GTD protocol, the majority reliable estimates are reported here.","""Roadside blast kills at least 5 in Somali capital,"" Hiiraan Online, March 29, 2021.","""At least 5 civilians killed in car bomb explosion in Somalia,"" UNI (United News of India), March 29, 2021.","""4 killed in roadside blast in Mogadishu,"" Xinhua General News Service, March 29, 2021.",START Primary Collection,0,0,0,0,,8.0,03/29/2021
202104030005,2021,4,3,,0,,182,Somalia,11,Sub-Saharan Africa,Banaadir,Mogadishu,2.059818,45.326114,1,0,The incident occurred in Shingani neighborhood.,"04/03/2021: A suicide bomber detonated at a tea shop in Shingani neighborhood, Mogadishu, Somalia. In addition to the assailant, at least 10 people were killed and four people were injured in the attack. Al-Shabaab claimed responsibility for the incident.",1,1,1,0,,,0.0,1,1,3,Bombing/Explosion,,,,,1,Business,2.0,Restaurant/Bar/Café,Unknown,Tea Shop,182.0,Somalia,,,,,,,,,,,,,,,,,Al-Shabaab,,,,,,,0,,,0,1,0,1,7.0,"Posted to website, blog, etc.",,,,,,,,6,Explosives,13.0,Suicide (carried bodily by human being),,,,,,,,,,,,,An explosives-laden vest was used in the attack.,11.0,0.0,1.0,4.0,0.0,0.0,0,,,,,0,,,,,,,,,,,,,,,,"Casualty numbers conflict across sources. Following GTD protocol, the most recent reliable estimates are reported here.","""Somalia: Suicide bomber kills five in Mogadishu tea shop attack,"" Al Jazeera, April 3, 2021.","""Somali capital suicide attack death toll rises to 11,"" Radio Kulmiye website, April 4, 2021.","""Ten killed in suicide bomb attack in Somali capital,"" ARY News.tv, April 4, 2021.",START Primary Collection,0,0,0,0,,15.0,04/03/2021
202104030007,2021,4,3,,0,,182,Somalia,11,Sub-Saharan Africa,Lower Shebelle,Awdheegle,1.978939,44.83206,1,0,,"04/03/2021: A suicide bomber detonated an explosives-laden vehicle and assailants opened fire at a military base in Awdheegle, Lower Shebelle, Somalia. This was one of six attacks targeting military forces in Lower Shebelle on this date. At least 53 people, including 35 assailants, were killed and 10 others were injured between two of the attacks. Al-Shabaab claimed responsibility for the incidents.",1,1,0,1,1.0,Insurgency/Guerilla Action,1.0,1,1,3,Bombing/Explosion,2.0,Armed Assault,,,4,Military,27.0,Military Barracks/Base/Headquarters/Checkpost,Somali National Army (SNA),Base,182.0,Somalia,,,,,,,,,,,,,,,,,Al-Shabaab,,,,,,,0,,,0,-99,15,1,8.0,Personal claim,,,,,,,,6,Explosives,15.0,Vehicle,5.0,Firearms,2.0,Automatic or Semi-Automatic Rifle,,,,,,,,,An explosives-laden vehicle and machine guns were used in the attack.,27.0,0.0,18.0,5.0,0.0,0.0,-9,,,,,0,,,,,,,,,,,,,,,,"Casualty numbers conflict across sources. Following GTD protocol, the lowest reliable estimates are reported here. Casualty numbers represent a division of the total number of those killed and wounded across incidents 202104030007 and 202104030008.","""UN condemns terror attacks on army bases in Somalia,"" Xinhua General News Service, April 4, 2021.","""Somali Army Kills 76 Shabab Militants,"" Islam Times, April 4, 2021.","""Explosions at 2 Somali army bases kill at least 9,"" Washington Post, April 3, 2021.",START Primary Collection,0,0,0,0,"202104030007, 202104030008, 202104030009, 202104030010, 202104030012, 202104030013",32.0,04/03/2021
202104030008,2021,4,3,,0,,182,Somalia,11,Sub-Saharan Africa,Lower Shebelle,Barire,2.047631,44.897628,1,0,,"04/03/2021: A suicide bomber detonated an explosives-laden vehicle and assailants opened fire at a military base in Barire, Lower Shebelle, Somalia. This was one of six attacks targeting military forces in Lower Shebelle on this date. At least 53 people, including 35 assailants, were killed and 10 others were injured between two of the attacks. Al-Shabaab claimed responsibility for the incidents.",1,1,0,1,1.0,Insurgency/Guerilla Action,1.0,1,1,3,Bombing/Explosion,2.0,Armed Assault,7.0,Facility/Infrastructure Attack,4,Military,27.0,Military Barracks/Base/Headquarters/Checkpost,Somali National Army (SNA),Base,182.0,Somalia,,,,,,,,,,,,,,,,,Al-Shabaab,,,,,,,0,,,0,-99,0,1,8.0,Personal claim,,,,,,,,6,Explosives,15.0,Vehicle,5.0,Firearms,5.0,Unknown Gun Type,8.0,Incendiary,18.0,Arson/Fire,,,,,,26.0,0.0,17.0,5.0,0.0,0.0,-9,,,,,0,,,,,,,,,,,,,,,,"Casualty numbers conflict across sources. Following GTD protocol, the lowest reliable estimates are reported here. Casualty numbers represent a division of the total number of those killed and wounded across incidents 202104030007 and 202104030008.","""UN condemns terror attacks on army bases in Somalia,"" Xinhua General News Service, April 4, 2021.","""Somali Army Kills 76 Shabab Militants,"" Islam Times, April 4, 2021.","""1st Ld Writethru: Somali army foils al-Shabab attacks on two bases,"" Xinhua General News Service, April 3, 2021.",START Primary Collection,0,0,0,0,"202104030007, 202104030008, 202104030009, 202104030010, 202104030012, 202104030013",31.0,04/03/2021
202104030009,2021,4,3,,0,,182,Somalia,11,Sub-Saharan Africa,Lower Shebelle,Janale,1.808151,44.697998,1,0,,"04/03/2021: Assailants fired mortars targeting a military base in Janale, Lower Shebelle, Somalia. There were no reported casualties in this attack. This was one of six attacks targeting military forces in Lower Shebelle on this date. Al-Shabaab claimed responsibility for the incidents.",1,1,0,1,1.0,Insurgency/Guerilla Action,1.0,1,0,3,Bombing/Explosion,,,,,4,Military,27.0,Military Barracks/Base/Headquarters/Checkpost,Somali National Army (SNA),Base,182.0,Somalia,,,,,,,,,,,,,,,,,Al-Shabaab,,,,,,,0,,,0,-99,0,1,8.0,Personal claim,,,,,,,,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,Mortars were used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0,Unknown,-99.0,"Weapons, ammunition, and vehicles stolen",0,,,,,,,,,,,,,,,,,"""UN condemns terror attacks on army bases in Somalia,"" Xinhua General News Service, April 4, 2021.","""Somali Army Kills 76 Shabab Militants,"" Islam Times, April 4, 2021.","""1st Ld Writethru: Somali army foils al-Shabab attacks on two bases,"" Xinhua General News Service, April 3, 2021.",START Primary Collection,0,0,0,0,"202104030007, 202104030008, 202104030009, 202104030010, 202104030012, 202104030013",0.0,04/03/2021
202104030010,2021,4,3,,0,,182,Somalia,11,Sub-Saharan Africa,Lower Shebelle,Lafoole,2.099684,45.15723,1,0,,"04/03/2021: Assailants fired mortars targeting a military base in Lafoole, Lower Shebelle, Somalia. There were no reported casualties in this attack. This was one of six attacks targeting military forces in Lower Shebelle on this date. Al-Shabaab claimed responsibility for the incidents.",1,1,0,1,1.0,Insurgency/Guerilla Action,1.0,1,0,3,Bombing/Explosion,,,,,4,Military,29.0,Military Unit/Patrol/Convoy,Somali Armed Forces (SAF),Convoy,182.0,Somalia,,,,,,,,,,,,,,,,,Al-Shabaab,,,,,,,0,,,0,-99,0,1,8.0,Personal claim,,,,,,,,6,Explosives,15.0,Vehicle,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0,,,,,,,,,,,,,,,,,"""UN condemns terror attacks on army bases in Somalia,"" Xinhua General News Service, April 4, 2021.","""Somali Army Kills 76 Shabab Militants,"" Islam Times, April 4, 2021.","""1st Ld Writethru: Somali army foils al-Shabab attacks on two bases,"" Xinhua General News Service, April 3, 2021.",START Primary Collection,0,0,0,0,"202104030007, 202104030008, 202104030009, 202104030010, 202104030012, 202104030013",0.0,04/03/2021
202104030012,2021,4,3,,0,,182,Somalia,11,Sub-Saharan Africa,Lower Shebelle,Sabiid,2.130017,45.037508,1,0,,"04/03/2021: Assailants fired mortars targeting a military base in Sabiid, Lower Shebelle, Somalia. There were an unknown number of casualties in the attack. This was one of six attacks targeting military forces in Lower Shebelle on this date. Al-Shabaab claimed responsibility for the incidents.",1,1,0,1,1.0,Insurgency/Guerilla Action,1.0,1,0,3,Bombing/Explosion,,,,,4,Military,27.0,Military Barracks/Base/Headquarters/Checkpost,Somali National Army (SNA),Base,182.0,Somalia,,,,,,,,,,,,,,,,,Al-Shabaab,,,,,,,0,,,0,-99,0,1,8.0,Personal claim,,,,,,,,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,Mortars were used in the attack.,,0.0,,,0.0,,-9,,,,,0,,,,,,,,,,,,,,,,,"""UN condemns terror attacks on army bases in Somalia,"" Xinhua General News Service, April 4, 2021.","""Somali Army Kills 76 Shabab Militants,"" Islam Times, April 4, 2021.","""Explosions at 2 Somali army bases kill at least 9,"" Washington Post, April 3, 2021.",START Primary Collection,0,0,0,0,"202104030007, 202104030008, 202104030009, 202104030010, 202104030012, 202104030013",,04/03/2021
202104080021,2021,4,8,,0,,182,Somalia,11,Sub-Saharan Africa,Middle Shebelle,Mahaday,2.973305,45.535602,1,0,,"04/08/2021: Assailants opened fire on a military base and checkpoint on the outskirts of Mahaday district, Middle Shebelle, Somalia. At least two soldiers were killed and several others were injured while the assailants sustained an unknown number of casualties in the ensuing clash. This was one of two coordinated attacks in Mahaday district on the same day. Al-Shabaab claimed responsibility for the incidents.",1,1,0,1,1.0,Insurgency/Guerilla Action,1.0,1,0,3,Bombing/Explosion,2.0,Armed Assault,,,4,Military,27.0,Military Barracks/Base/Headquarters/Checkpost,Somali Armed Forces (SAF),Base,182.0,Somalia,4.0,Military,36.0,Military Checkpoint,Somali Armed Forces (SAF),Checkpoint,182.0,Somalia,,,,,,,,,Al-Shabaab,,,,,,,0,,,0,-99,0,1,10.0,Unknown,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,5.0,Firearms,5.0,Unknown Gun Type,,,,,,,,,,2.0,0.0,,,0.0,0.0,0,,,,,0,,,,,,,,,,,,,,,,,"""Somalia: 2 soldiers killed in army base ambush,"" Anadolu Agency (AA), April 8, 2021.",,,START Primary Collection,0,0,0,0,"202104080021, 202104080022",,04/08/2021
202104080022,2021,4,8,,0,,182,Somalia,11,Sub-Saharan Africa,Middle Shebelle,Mahaday,2.973305,45.535602,1,1,,"04/08/2021: An explosive device detonated near a military officials convoy on the outskirts of Mahaday district, Middle Shebelle, Somalia. There were an unknown number of casualties in the blast. This was one of two coordinated attacks in Mahaday district on the same day. Al-Shabaab claimed responsibility for the incidents.",1,1,0,1,1.0,Insurgency/Guerilla Action,1.0,1,0,3,Bombing/Explosion,,,,,4,Military,29.0,Military Unit/Patrol/Convoy,Somali Armed Forces (SAF),Convoy,182.0,Somalia,,,,,,,,,,,,,,,,,Al-Shabaab,,,,,,,0,,,0,-99,0,1,10.0,Unknown,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,A roadside bomb was used in the attack.,,0.0,0.0,,0.0,0.0,1,4.0,Unknown,-99.0,Unspecified damage,0,,,,,,,,,,,,,,,,,"""Somalia: 2 soldiers killed in army base ambush,"" Anadolu Agency (AA), April 8, 2021.",,,START Primary Collection,0,0,0,0,"202104080021, 202104080022",,04/08/2021
202104100002,2021,4,10,,0,,182,Somalia,11,Sub-Saharan Africa,Banaadir,Mogadishu,2.059818,45.326114,1,0,The incident occurred in the Biya Degenka area in Huriwa neighborhood.,"04/10/2021: An explosive device detonated targeting a vehicle carrying police officers in Biya Degenka area, Huriwa district, Mogadishu, Somalia. At least two soldiers were killed and a civilian was injured in the blast. Al-Shabaab claimed responsibility for the incident.",1,1,1,0,,,0.0,1,0,3,Bombing/Explosion,,,,,3,Police,23.0,Police Patrol (including vehicles and convoys),Somali Police Force (SPF),Vehicle,182.0,Somalia,,,,,,,,,,,,,,,,,Al-Shabaab,,,,,,,0,,,0,-99,0,1,8.0,Personal claim,,,,,,,,6,Explosives,8.0,Landmine,,,,,,,,,,,,,,2.0,0.0,0.0,1.0,0.0,0.0,1,4.0,Unknown,-99.0,Vehicle damaged,0,,,,,,,,,,,,,,,,"Casualty numbers conflict across sources. Following GTD protocol, the majority reliable estimates are reported here.","""Explosions in two Somalia cities kill at least 5,"" ABC News, April 10, 2021.","""Two people killed in land mine attack in Mogadishu,"" Hiiraan Online, April 10, 2021.","""Bomb blast kills two in Somali capital,"" Radio Dalsan website, April 10, 2021.",START Primary Collection,0,0,0,0,,3.0,04/10/2021
202104100003,2021,4,10,,0,,182,Somalia,11,Sub-Saharan Africa,Bay,Baidoa,3.115641,43.646581,1,0,,"04/10/2021: A suicide bomber detonated targeted Bay governor Ali Wardhere Dooyow in Baidoa, Bay, Somalia. In addition to the assailant, at least three people were killed and five were injured in the attack. The governor was unharmed. Al-Shabaab claimed responsibility for the incident",1,1,1,0,,,0.0,0,1,1,Assassination,,,,,2,Government (General),18.0,"Government Personnel (excluding police, military)",Government of Bay,Regional Governor: Ali Wardhere Dooyow,182.0,Somalia,14.0,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Not Applicable,Civilians,182.0,Somalia,,,,,,,,,Al-Shabaab,,,,,,,0,,,0,1,0,1,8.0,Personal claim,,,,,,,,6,Explosives,13.0,Suicide (carried bodily by human being),,,,,,,,,,,,,,4.0,0.0,1.0,5.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,Shop damaged,0,,,,,,,,,,,,,,,,"Casualty numbers conflict across sources. Following GTD protocol, the majority reliable estimates are reported here.","""Suicide bomber kills five people in Somali city,"" Deutsche Presse-Agentur, April 10, 2021.","""Somalia: Governor escapes suicide attack, 3 dead,"" Anadolu Ajansi, April 10, 2021.","""Explosions in two Somalia cities kill at least 5,"" ABC News, April 10, 2021.",START Primary Collection,0,0,0,0,,9.0,04/10/2021
202104100004,2021,4,10,,0,,182,Somalia,11,Sub-Saharan Africa,Lower Juba,Kismayo,-0.357847,42.546652,1,0,,"04/10/2021: An explosive device planted in the vehicle of a security agent detonated in Kismayo, Lower Juba, Somalia. The security agent was killed in the blast. Al-Shabaab claimed responsibility for the incident.",1,1,0,1,1.0,Insurgency/Guerilla Action,0.0,1,0,3,Bombing/Explosion,,,,,4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Somali Armed Forces (SAF),Security Agent,182.0,Somalia,,,,,,,,,,,,,,,,,Al-Shabaab,,,,,,,0,,,0,-99,0,1,10.0,Unknown,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,Vehicle damaged,0,,,,,,,,,,,,,,,,,"""4 Killed in Baidoa Attack Targeting Somali Governor,"" VOA News, April 10, 2021.",,,START Primary Collection,0,0,0,0,,1.0,04/10/2021
202104160018,2021,4,16,,0,,182,Somalia,11,Sub-Saharan Africa,Banaadir,Mogadishu,2.059818,45.326114,1,1,The incident occurred in Sarkusta neighborhood.,"04/16/2021: Assailants shot and killed Mohamed Abdi Hayle, the Hamar Jajab district commissioner, in Sarkusta, Mogadishu, Somalia. No group claimed responsibility for the incident; however, sources suspected that Al-Shabaab carried out the attack.",1,1,1,0,,,0.0,1,0,1,Assassination,,,,,2,Government (General),15.0,Politician or Political Party Movement/Meeting/Rally,Government of Hamar Jajab,District Commissioner: Mohamed Abdi Hayle,182.0,Somalia,,,,,,,,,,,,,,,,,Al-Shabaab,,,,,,,1,,,0,-99,0,0,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0,,,,,,,,,,,,,,,,,"""Somali government troops face off with forces loyal to sacked police boss,"" The National Post, April 17, 2021.","""Terrorism Digest: 17-18 Apr 21,"" BBC Monitoring, April 18, 2021.","""Mogadishu district official killed outside capital,"" Africa Direct.news, April 17, 2021.",START Primary Collection,0,0,0,0,,1.0,04/16/2021
202104200009,2021,4,20,,0,,182,Somalia,11,Sub-Saharan Africa,Banaadir,Daarul Salaam,2.135504,45.319306,1,0,,"04/20/2021: An explosive device detonated targeting the vehicle of a district official, Abdi Mohamed Mohamud, in Daarul Salaam, Banaadir, Somalia. The official and an unknown number of others were injured in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to Al-Shabaab.",1,1,1,0,,,0.0,1,0,1,Assassination,,,,,2,Government (General),18.0,"Government Personnel (excluding police, military)",Government of Daynile,Deputy District Commissioner: Abdi Mohamed Mohamud,182.0,Somalia,,,,,,,,,,,,,,,,,Al-Shabaab,,,,,,,0,,,0,-99,0,0,,,,,,,,,,6,Explosives,8.0,Landmine,,,,,,,,,,,,,A roadside landmine was used in the attack.,1.0,0.0,0.0,,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,Vehicle damaged,0,,,,,,,,,,,,,,,,,"""District official killed in landmine blast in Mogadishu,"" Hiiraan Online, April 20, 2021.","""Daynile deputy DC killed in IED attack,"" Goobjoog News, April 20, 2021.","""Daynile Deputy District Commissioner killed in landmine blast in Mogadishu,"" Radio Dalsan, April 20, 2021.",START Primary Collection,0,0,0,0,,,04/20/2021
